sentTime,receivedTime,diffSeconds
2023-01-15T02:25:51.685Z,2023-01-15T02:25:54.035Z,2.35
2023-01-15T02:25:54.963Z,2023-01-15T02:25:57.302Z,2.339
2023-01-15T02:25:57.619Z,2023-01-15T02:26:00.082Z,2.463
2023-01-15T02:26:00.480Z,2023-01-15T02:26:02.814Z,2.334
2023-01-15T02:26:03.124Z,2023-01-15T02:26:05.477Z,2.353
2023-01-15T02:26:06.232Z,2023-01-15T02:26:08.561Z,2.329
2023-01-15T02:26:08.970Z,2023-01-15T02:26:11.286Z,2.316
2023-01-15T02:26:11.777Z,2023-01-15T02:26:14.120Z,2.343
2023-01-15T02:26:14.924Z,2023-01-15T02:26:17.277Z,2.353
2023-01-15T02:26:17.434Z,2023-01-15T02:26:19.826Z,2.392
2023-01-15T02:26:20.061Z,2023-01-15T02:26:22.410Z,2.349
2023-01-15T02:26:22.926Z,2023-01-15T02:26:25.260Z,2.334
2023-01-15T02:26:25.499Z,2023-01-15T02:26:27.852Z,2.353
2023-01-15T02:26:28.486Z,2023-01-15T02:26:30.866Z,2.38
2023-01-15T02:26:30.893Z,2023-01-15T02:26:33.242Z,2.349
2023-01-15T02:26:33.871Z,2023-01-15T02:26:36.206Z,2.335
2023-01-15T02:26:37.187Z,2023-01-15T02:26:39.518Z,2.331
2023-01-15T02:26:40.089Z,2023-01-15T02:26:42.537Z,2.448
2023-01-15T02:26:42.936Z,2023-01-15T02:26:45.302Z,2.366
2023-01-15T02:26:45.429Z,2023-01-15T02:26:47.761Z,2.332
2023-01-15T02:26:48.309Z,2023-01-15T02:26:50.651Z,2.342
2023-01-15T02:26:50.759Z,2023-01-15T02:26:53.092Z,2.333
2023-01-15T02:26:53.897Z,2023-01-15T02:26:56.245Z,2.348
2023-01-15T02:26:56.355Z,2023-01-15T02:26:58.703Z,2.348
2023-01-15T02:26:59.637Z,2023-01-15T02:27:02.011Z,2.374
2023-01-15T02:27:02.860Z,2023-01-15T02:27:05.214Z,2.354
2023-01-15T02:27:05.903Z,2023-01-15T02:27:08.247Z,2.344
2023-01-15T02:27:08.572Z,2023-01-15T02:27:10.922Z,2.35
2023-01-15T02:27:11.499Z,2023-01-15T02:27:13.839Z,2.34
2023-01-15T02:27:14.146Z,2023-01-15T02:27:16.506Z,2.36
2023-01-15T02:27:17.278Z,2023-01-15T02:27:19.685Z,2.407
2023-01-15T02:27:19.768Z,2023-01-15T02:27:22.075Z,2.307
2023-01-15T02:27:22.419Z,2023-01-15T02:27:24.735Z,2.316
2023-01-15T02:27:25.235Z,2023-01-15T02:27:27.580Z,2.345
2023-01-15T02:27:28.182Z,2023-01-15T02:27:30.518Z,2.336
2023-01-15T02:27:31.067Z,2023-01-15T02:27:33.394Z,2.327
2023-01-15T02:27:33.953Z,2023-01-15T02:27:36.248Z,2.295
2023-01-15T02:27:36.994Z,2023-01-15T02:27:39.331Z,2.337
2023-01-15T02:27:40.250Z,2023-01-15T02:27:42.617Z,2.367
2023-01-15T02:27:43.406Z,2023-01-15T02:27:45.715Z,2.309
2023-01-15T02:27:46.222Z,2023-01-15T02:27:48.599Z,2.377
2023-01-15T02:27:49.115Z,2023-01-15T02:27:51.456Z,2.341
2023-01-15T02:27:51.932Z,2023-01-15T02:27:54.251Z,2.319
2023-01-15T02:27:54.576Z,2023-01-15T02:27:56.904Z,2.328
2023-01-15T02:27:57.539Z,2023-01-15T02:27:59.877Z,2.338
2023-01-15T02:28:00.059Z,2023-01-15T02:28:02.456Z,2.397
2023-01-15T02:28:02.623Z,2023-01-15T02:28:04.961Z,2.338
2023-01-15T02:28:05.140Z,2023-01-15T02:28:07.467Z,2.327
2023-01-15T02:28:07.518Z,2023-01-15T02:28:09.859Z,2.341
2023-01-15T02:28:10.817Z,2023-01-15T02:28:13.164Z,2.347
2023-01-15T02:28:13.666Z,2023-01-15T02:28:15.989Z,2.323
2023-01-15T02:28:16.059Z,2023-01-15T02:28:18.375Z,2.316
2023-01-15T02:28:19.022Z,2023-01-15T02:28:21.360Z,2.338
2023-01-15T02:28:21.553Z,2023-01-15T02:28:23.891Z,2.338
2023-01-15T02:28:24.548Z,2023-01-15T02:28:26.919Z,2.371
2023-01-15T02:28:27.578Z,2023-01-15T02:28:29.880Z,2.302
2023-01-15T02:28:29.904Z,2023-01-15T02:28:32.254Z,2.35
2023-01-15T02:28:32.312Z,2023-01-15T02:28:34.667Z,2.355
2023-01-15T02:28:35.507Z,2023-01-15T02:28:37.833Z,2.326
2023-01-15T02:28:38.586Z,2023-01-15T02:28:40.918Z,2.332
2023-01-15T02:28:41.736Z,2023-01-15T02:28:44.198Z,2.462
2023-01-15T02:28:44.407Z,2023-01-15T02:28:46.742Z,2.335
2023-01-15T02:28:46.907Z,2023-01-15T02:28:49.262Z,2.355
2023-01-15T02:28:49.890Z,2023-01-15T02:28:52.211Z,2.321
2023-01-15T02:28:53.191Z,2023-01-15T02:28:55.486Z,2.295
2023-01-15T02:28:55.829Z,2023-01-15T02:28:58.171Z,2.342
2023-01-15T02:28:58.316Z,2023-01-15T02:29:00.636Z,2.32
2023-01-15T02:29:00.930Z,2023-01-15T02:29:03.274Z,2.344
2023-01-15T02:29:04.086Z,2023-01-15T02:29:06.493Z,2.407
2023-01-15T02:29:07.399Z,2023-01-15T02:29:09.726Z,2.327
2023-01-15T02:29:09.975Z,2023-01-15T02:29:12.285Z,2.31
2023-01-15T02:29:12.310Z,2023-01-15T02:29:14.617Z,2.307
2023-01-15T02:29:15.449Z,2023-01-15T02:29:17.865Z,2.416
2023-01-15T02:29:18.478Z,2023-01-15T02:29:20.886Z,2.408
2023-01-15T02:29:21.606Z,2023-01-15T02:29:23.947Z,2.341
2023-01-15T02:29:23.975Z,2023-01-15T02:29:26.312Z,2.337
2023-01-15T02:29:26.945Z,2023-01-15T02:29:29.277Z,2.332
2023-01-15T02:29:29.782Z,2023-01-15T02:29:32.138Z,2.356
2023-01-15T02:29:33.046Z,2023-01-15T02:29:35.378Z,2.332
2023-01-15T02:29:35.402Z,2023-01-15T02:29:37.757Z,2.355
2023-01-15T02:29:38.042Z,2023-01-15T02:29:40.394Z,2.352
2023-01-15T02:29:41.366Z,2023-01-15T02:29:43.689Z,2.323
2023-01-15T02:29:44.609Z,2023-01-15T02:29:46.963Z,2.354
2023-01-15T02:29:47.198Z,2023-01-15T02:29:49.692Z,2.494
2023-01-15T02:29:49.874Z,2023-01-15T02:29:52.255Z,2.381
2023-01-15T02:29:52.347Z,2023-01-15T02:29:54.655Z,2.308
2023-01-15T02:29:55.469Z,2023-01-15T02:29:57.793Z,2.324
2023-01-15T02:29:58.345Z,2023-01-15T02:30:00.811Z,2.466
2023-01-15T02:30:01.182Z,2023-01-15T02:30:03.523Z,2.341
2023-01-15T02:30:04.438Z,2023-01-15T02:30:06.795Z,2.357
2023-01-15T02:30:07.433Z,2023-01-15T02:30:09.813Z,2.38
2023-01-15T02:30:10.295Z,2023-01-15T02:30:12.658Z,2.363
2023-01-15T02:30:13.108Z,2023-01-15T02:30:15.438Z,2.33
2023-01-15T02:30:16.086Z,2023-01-15T02:30:18.418Z,2.332
2023-01-15T02:30:19.229Z,2023-01-15T02:30:21.577Z,2.348
2023-01-15T02:30:22.085Z,2023-01-15T02:30:24.492Z,2.407
2023-01-15T02:30:24.499Z,2023-01-15T02:30:26.819Z,2.32
2023-01-15T02:30:26.930Z,2023-01-15T02:30:29.258Z,2.328
2023-01-15T02:30:30.028Z,2023-01-15T02:30:32.329Z,2.301
2023-01-15T02:30:33.298Z,2023-01-15T02:30:35.656Z,2.358
2023-01-15T02:30:36.532Z,2023-01-15T02:30:38.887Z,2.355
2023-01-15T02:30:39.163Z,2023-01-15T02:30:41.507Z,2.344
2023-01-15T02:30:41.906Z,2023-01-15T02:30:44.275Z,2.369
2023-01-15T02:30:44.830Z,2023-01-15T02:30:47.354Z,2.524
2023-01-15T02:30:48.096Z,2023-01-15T02:30:50.437Z,2.341
2023-01-15T02:30:50.865Z,2023-01-15T02:30:53.214Z,2.349
2023-01-15T02:30:53.552Z,2023-01-15T02:30:55.916Z,2.364
2023-01-15T02:30:56.092Z,2023-01-15T02:30:58.444Z,2.352
2023-01-15T02:30:59.280Z,2023-01-15T02:31:01.616Z,2.336
2023-01-15T02:31:02.002Z,2023-01-15T02:31:04.325Z,2.323
2023-01-15T02:31:05.320Z,2023-01-15T02:31:07.622Z,2.302
2023-01-15T02:31:08.426Z,2023-01-15T02:31:10.745Z,2.319
2023-01-15T02:31:11.201Z,2023-01-15T02:31:13.533Z,2.332
2023-01-15T02:31:13.815Z,2023-01-15T02:31:16.184Z,2.369
2023-01-15T02:31:16.345Z,2023-01-15T02:31:18.804Z,2.459
2023-01-15T02:31:19.109Z,2023-01-15T02:31:21.458Z,2.349
2023-01-15T02:31:22.184Z,2023-01-15T02:31:24.677Z,2.493
2023-01-15T02:31:25.629Z,2023-01-15T02:31:27.984Z,2.355
2023-01-15T02:31:28.112Z,2023-01-15T02:31:30.459Z,2.347
2023-01-15T02:31:30.773Z,2023-01-15T02:31:33.142Z,2.369
2023-01-15T02:31:33.641Z,2023-01-15T02:31:35.979Z,2.338
2023-01-15T02:31:36.099Z,2023-01-15T02:31:38.603Z,2.504
2023-01-15T02:31:39.510Z,2023-01-15T02:31:41.943Z,2.433
2023-01-15T02:31:42.196Z,2023-01-15T02:31:44.677Z,2.481
2023-01-15T02:31:45.346Z,2023-01-15T02:31:47.677Z,2.331
2023-01-15T02:31:48.179Z,2023-01-15T02:31:50.564Z,2.385
2023-01-15T02:31:51.305Z,2023-01-15T02:31:53.679Z,2.374
2023-01-15T02:31:54.406Z,2023-01-15T02:31:56.768Z,2.362
2023-01-15T02:31:57.723Z,2023-01-15T02:32:00.289Z,2.566
2023-01-15T02:32:00.669Z,2023-01-15T02:32:03.135Z,2.466
2023-01-15T02:32:04.045Z,2023-01-15T02:32:06.397Z,2.352
2023-01-15T02:32:07.316Z,2023-01-15T02:32:09.799Z,2.483
2023-01-15T02:32:10.051Z,2023-01-15T02:32:12.365Z,2.314
2023-01-15T02:32:13.032Z,2023-01-15T02:32:15.392Z,2.36
2023-01-15T02:32:15.813Z,2023-01-15T02:32:18.142Z,2.329
2023-01-15T02:32:18.432Z,2023-01-15T02:32:20.744Z,2.312
2023-01-15T02:32:20.944Z,2023-01-15T02:32:23.266Z,2.322
2023-01-15T02:32:23.915Z,2023-01-15T02:32:26.227Z,2.312
2023-01-15T02:32:26.845Z,2023-01-15T02:32:29.200Z,2.355
2023-01-15T02:32:29.922Z,2023-01-15T02:32:32.253Z,2.331
2023-01-15T02:32:32.951Z,2023-01-15T02:32:35.409Z,2.458
2023-01-15T02:32:35.935Z,2023-01-15T02:32:38.252Z,2.317
2023-01-15T02:32:39.004Z,2023-01-15T02:32:41.461Z,2.457
2023-01-15T02:32:41.926Z,2023-01-15T02:32:44.408Z,2.482
2023-01-15T02:32:44.552Z,2023-01-15T02:32:47.044Z,2.492
2023-01-15T02:32:47.789Z,2023-01-15T02:32:50.260Z,2.471
2023-01-15T02:32:50.652Z,2023-01-15T02:32:52.994Z,2.342
2023-01-15T02:32:53.461Z,2023-01-15T02:32:55.813Z,2.352
2023-01-15T02:32:56.242Z,2023-01-15T02:32:58.634Z,2.392
2023-01-15T02:32:59.449Z,2023-01-15T02:33:01.884Z,2.435
2023-01-15T02:33:02.653Z,2023-01-15T02:33:04.952Z,2.299
2023-01-15T02:33:05.075Z,2023-01-15T02:33:07.585Z,2.51
2023-01-15T02:33:07.689Z,2023-01-15T02:33:10.021Z,2.332
2023-01-15T02:33:10.660Z,2023-01-15T02:33:13.000Z,2.34
2023-01-15T02:33:13.420Z,2023-01-15T02:33:15.733Z,2.313
2023-01-15T02:33:16.088Z,2023-01-15T02:33:18.584Z,2.496
2023-01-15T02:33:18.912Z,2023-01-15T02:33:21.354Z,2.442
2023-01-15T02:33:21.376Z,2023-01-15T02:33:23.852Z,2.476
2023-01-15T02:33:23.922Z,2023-01-15T02:33:26.257Z,2.335
2023-01-15T02:33:26.462Z,2023-01-15T02:33:28.970Z,2.508
2023-01-15T02:33:29.679Z,2023-01-15T02:33:32.165Z,2.486
2023-01-15T02:33:32.799Z,2023-01-15T02:33:35.305Z,2.506
2023-01-15T02:33:35.909Z,2023-01-15T02:33:38.349Z,2.44
2023-01-15T02:33:38.531Z,2023-01-15T02:33:40.973Z,2.442
2023-01-15T02:33:41.936Z,2023-01-15T02:33:44.393Z,2.457
2023-01-15T02:33:45.340Z,2023-01-15T02:33:47.816Z,2.476
2023-01-15T02:33:47.865Z,2023-01-15T02:33:50.354Z,2.489
2023-01-15T02:33:50.529Z,2023-01-15T02:33:52.997Z,2.468
2023-01-15T02:33:53.952Z,2023-01-15T02:33:56.417Z,2.465
2023-01-15T02:33:57.059Z,2023-01-15T02:33:59.536Z,2.477
2023-01-15T02:33:59.734Z,2023-01-15T02:34:02.114Z,2.38
2023-01-15T02:34:02.934Z,2023-01-15T02:34:05.329Z,2.395
2023-01-15T02:34:06.028Z,2023-01-15T02:34:08.514Z,2.486
2023-01-15T02:34:09.252Z,2023-01-15T02:34:11.721Z,2.469
2023-01-15T02:34:12.286Z,2023-01-15T02:34:14.764Z,2.478
2023-01-15T02:34:15.235Z,2023-01-15T02:34:17.783Z,2.548
2023-01-15T02:34:18.380Z,2023-01-15T02:34:20.862Z,2.482
2023-01-15T02:34:21.669Z,2023-01-15T02:34:23.986Z,2.317
2023-01-15T02:34:24.716Z,2023-01-15T02:34:27.047Z,2.331
2023-01-15T02:34:27.090Z,2023-01-15T02:34:29.474Z,2.384
2023-01-15T02:34:29.575Z,2023-01-15T02:34:31.933Z,2.358
2023-01-15T02:34:32.469Z,2023-01-15T02:34:34.846Z,2.377
2023-01-15T02:34:35.797Z,2023-01-15T02:34:38.126Z,2.329
2023-01-15T02:34:38.819Z,2023-01-15T02:34:41.139Z,2.32
2023-01-15T02:34:41.560Z,2023-01-15T02:34:43.888Z,2.328
2023-01-15T02:34:44.045Z,2023-01-15T02:34:46.435Z,2.39
2023-01-15T02:34:46.704Z,2023-01-15T02:34:49.064Z,2.36
2023-01-15T02:34:49.161Z,2023-01-15T02:34:51.660Z,2.499
2023-01-15T02:34:51.819Z,2023-01-15T02:34:54.331Z,2.512
2023-01-15T02:34:55.186Z,2023-01-15T02:34:57.637Z,2.451
2023-01-15T02:34:57.837Z,2023-01-15T02:35:00.222Z,2.385
2023-01-15T02:35:00.416Z,2023-01-15T02:35:02.796Z,2.38
2023-01-15T02:35:02.925Z,2023-01-15T02:35:05.320Z,2.395
2023-01-15T02:35:05.302Z,2023-01-15T02:35:07.688Z,2.386
2023-01-15T02:35:08.175Z,2023-01-15T02:35:10.586Z,2.411
2023-01-15T02:35:10.719Z,2023-01-15T02:35:13.286Z,2.567
2023-01-15T02:35:13.499Z,2023-01-15T02:35:15.839Z,2.34
2023-01-15T02:35:16.743Z,2023-01-15T02:35:19.111Z,2.368
2023-01-15T02:35:19.759Z,2023-01-15T02:35:22.211Z,2.452
2023-01-15T02:35:22.756Z,2023-01-15T02:35:25.107Z,2.351
2023-01-15T02:35:25.702Z,2023-01-15T02:35:28.768Z,3.066
2023-01-15T02:35:28.498Z,2023-01-15T02:35:30.914Z,2.416
2023-01-15T02:35:31.085Z,2023-01-15T02:35:33.353Z,2.268
2023-01-15T02:35:34.037Z,2023-01-15T02:35:36.432Z,2.395
2023-01-15T02:35:36.377Z,2023-01-15T02:35:38.903Z,2.526
2023-01-15T02:35:39.807Z,2023-01-15T02:35:42.413Z,2.606
2023-01-15T02:35:43.168Z,2023-01-15T02:35:45.652Z,2.484
2023-01-15T02:35:45.976Z,2023-01-15T02:35:48.523Z,2.547
2023-01-15T02:35:48.486Z,2023-01-15T02:35:52.081Z,3.595
2023-01-15T02:35:51.650Z,2023-01-15T02:35:54.563Z,2.913
2023-01-15T02:35:54.601Z,2023-01-15T02:35:57.338Z,2.737
2023-01-15T02:35:57.907Z,2023-01-15T02:36:00.615Z,2.708
2023-01-15T02:36:00.469Z,2023-01-15T02:36:03.090Z,2.621
2023-01-15T02:36:03.729Z,2023-01-15T02:36:06.137Z,2.408
2023-01-15T02:36:06.191Z,2023-01-15T02:36:08.674Z,2.483
2023-01-15T02:36:09.626Z,2023-01-15T02:36:12.142Z,2.516
2023-01-15T02:36:12.215Z,2023-01-15T02:36:14.558Z,2.343
2023-01-15T02:36:15.203Z,2023-01-15T02:36:17.552Z,2.349
2023-01-15T02:36:17.948Z,2023-01-15T02:36:20.293Z,2.345
2023-01-15T02:36:20.934Z,2023-01-15T02:36:23.273Z,2.339
2023-01-15T02:36:24.072Z,2023-01-15T02:36:26.554Z,2.482
2023-01-15T02:36:26.837Z,2023-01-15T02:36:29.299Z,2.462
2023-01-15T02:36:29.452Z,2023-01-15T02:36:31.931Z,2.479
2023-01-15T02:36:32.898Z,2023-01-15T02:36:35.243Z,2.345
2023-01-15T02:36:36.061Z,2023-01-15T02:36:38.421Z,2.36
2023-01-15T02:36:39.039Z,2023-01-15T02:36:41.373Z,2.334
2023-01-15T02:36:42.313Z,2023-01-15T02:36:44.772Z,2.459
2023-01-15T02:36:45.390Z,2023-01-15T02:36:47.847Z,2.457
2023-01-15T02:36:47.935Z,2023-01-15T02:36:50.393Z,2.458
2023-01-15T02:36:50.783Z,2023-01-15T02:36:53.256Z,2.473
2023-01-15T02:36:53.993Z,2023-01-15T02:36:56.467Z,2.474
2023-01-15T02:36:57.277Z,2023-01-15T02:36:59.725Z,2.448
2023-01-15T02:36:59.992Z,2023-01-15T02:37:02.524Z,2.532
2023-01-15T02:37:03.121Z,2023-01-15T02:37:05.586Z,2.465
2023-01-15T02:37:06.188Z,2023-01-15T02:37:08.761Z,2.573
2023-01-15T02:37:09.626Z,2023-01-15T02:37:12.064Z,2.438
2023-01-15T02:37:13.040Z,2023-01-15T02:37:15.497Z,2.457
2023-01-15T02:37:16.459Z,2023-01-15T02:37:18.929Z,2.47
2023-01-15T02:37:19.640Z,2023-01-15T02:37:22.079Z,2.439
2023-01-15T02:37:22.666Z,2023-01-15T02:37:24.998Z,2.332
2023-01-15T02:37:25.238Z,2023-01-15T02:37:27.718Z,2.48
2023-01-15T02:37:28.423Z,2023-01-15T02:37:30.760Z,2.337
2023-01-15T02:37:31.701Z,2023-01-15T02:37:34.023Z,2.322
2023-01-15T02:37:34.662Z,2023-01-15T02:37:36.989Z,2.327
2023-01-15T02:37:37.893Z,2023-01-15T02:37:40.339Z,2.446
2023-01-15T02:37:41.159Z,2023-01-15T02:37:43.628Z,2.469
2023-01-15T02:37:44.382Z,2023-01-15T02:37:46.829Z,2.447
2023-01-15T02:37:47.399Z,2023-01-15T02:37:49.880Z,2.481
2023-01-15T02:37:50.016Z,2023-01-15T02:37:52.543Z,2.527
2023-01-15T02:37:52.683Z,2023-01-15T02:37:55.131Z,2.448
2023-01-15T02:37:55.437Z,2023-01-15T02:37:57.889Z,2.452
2023-01-15T02:37:58.346Z,2023-01-15T02:38:00.728Z,2.382
2023-01-15T02:38:00.877Z,2023-01-15T02:38:03.335Z,2.458
2023-01-15T02:38:03.876Z,2023-01-15T02:38:06.189Z,2.313
2023-01-15T02:38:06.959Z,2023-01-15T02:38:09.413Z,2.454
2023-01-15T02:38:09.587Z,2023-01-15T02:38:11.949Z,2.362
2023-01-15T02:38:12.536Z,2023-01-15T02:38:14.871Z,2.335
2023-01-15T02:38:15.518Z,2023-01-15T02:38:17.855Z,2.337
2023-01-15T02:38:18.059Z,2023-01-15T02:38:20.427Z,2.368
2023-01-15T02:38:21.319Z,2023-01-15T02:38:23.628Z,2.309
2023-01-15T02:38:24.577Z,2023-01-15T02:38:26.914Z,2.337
2023-01-15T02:38:27.855Z,2023-01-15T02:38:30.170Z,2.315
2023-01-15T02:38:30.277Z,2023-01-15T02:38:32.731Z,2.454
2023-01-15T02:38:33.167Z,2023-01-15T02:38:35.634Z,2.467
2023-01-15T02:38:35.670Z,2023-01-15T02:38:38.036Z,2.366
2023-01-15T02:38:38.030Z,2023-01-15T02:38:40.375Z,2.345
2023-01-15T02:38:41.218Z,2023-01-15T02:38:43.664Z,2.446
2023-01-15T02:38:44.154Z,2023-01-15T02:38:46.630Z,2.476
2023-01-15T02:38:46.784Z,2023-01-15T02:38:49.115Z,2.331
2023-01-15T02:38:49.803Z,2023-01-15T02:38:52.170Z,2.367
2023-01-15T02:38:52.159Z,2023-01-15T02:38:55.584Z,3.425
2023-01-15T02:38:55.395Z,2023-01-15T02:38:58.374Z,2.979
2023-01-15T02:38:58.526Z,2023-01-15T02:39:01.599Z,3.073
2023-01-15T02:39:01.332Z,2023-01-15T02:39:04.057Z,2.725
2023-01-15T02:39:03.897Z,2023-01-15T02:39:06.708Z,2.811
2023-01-15T02:39:07.306Z,2023-01-15T02:39:10.040Z,2.734
2023-01-15T02:39:10.699Z,2023-01-15T02:39:13.266Z,2.567
2023-01-15T02:39:13.518Z,2023-01-15T02:39:16.342Z,2.824
2023-01-15T02:39:16.342Z,2023-01-15T02:39:18.807Z,2.465
2023-01-15T02:39:19.332Z,2023-01-15T02:39:22.428Z,3.096
2023-01-15T02:39:22.461Z,2023-01-15T02:39:24.991Z,2.53
2023-01-15T02:39:24.796Z,2023-01-15T02:39:28.016Z,3.22
2023-01-15T02:39:27.863Z,2023-01-15T02:39:30.972Z,3.109
2023-01-15T02:39:30.766Z,2023-01-15T02:39:33.310Z,2.544
2023-01-15T02:39:33.630Z,2023-01-15T02:39:36.462Z,2.832
2023-01-15T02:39:36.542Z,2023-01-15T02:39:38.977Z,2.435
2023-01-15T02:39:39.136Z,2023-01-15T02:39:42.950Z,3.814
2023-01-15T02:39:41.676Z,2023-01-15T02:39:45.501Z,3.825
2023-01-15T02:39:44.665Z,2023-01-15T02:39:48.123Z,3.458
2023-01-15T02:39:47.871Z,2023-01-15T02:39:50.828Z,2.957
2023-01-15T02:39:51.096Z,2023-01-15T02:39:54.902Z,3.806
2023-01-15T02:39:53.819Z,2023-01-15T02:39:57.608Z,3.789
2023-01-15T02:39:56.335Z,2023-01-15T02:39:58.895Z,2.56
2023-01-15T02:39:58.789Z,2023-01-15T02:40:01.375Z,2.586
2023-01-15T02:40:01.235Z,2023-01-15T02:40:04.704Z,3.469
2023-01-15T02:40:03.740Z,2023-01-15T02:40:05.892Z,2.152
2023-01-15T02:40:06.964Z,2023-01-15T02:40:09.646Z,2.682
2023-01-15T02:40:10.109Z,2023-01-15T02:40:12.568Z,2.459
2023-01-15T02:40:13.280Z,2023-01-15T02:40:16.201Z,2.921
2023-01-15T02:40:15.928Z,2023-01-15T02:40:19.375Z,3.447
2023-01-15T02:40:18.389Z,2023-01-15T02:40:21.464Z,3.075
2023-01-15T02:40:21.459Z,2023-01-15T02:40:25.724Z,4.265
2023-01-15T02:40:24.779Z,2023-01-15T02:40:28.506Z,3.727
2023-01-15T02:40:27.611Z,2023-01-15T02:40:30.786Z,3.175
2023-01-15T02:40:30.370Z,2023-01-15T02:40:33.699Z,3.329
2023-01-15T02:40:32.821Z,2023-01-15T02:40:35.768Z,2.947
2023-01-15T02:40:35.636Z,2023-01-15T02:40:38.804Z,3.168
2023-01-15T02:40:38.531Z,2023-01-15T02:40:41.225Z,2.694
2023-01-15T02:40:41.256Z,2023-01-15T02:40:43.812Z,2.556
2023-01-15T02:40:43.639Z,2023-01-15T02:40:46.385Z,2.746
2023-01-15T02:40:46.758Z,2023-01-15T02:40:49.301Z,2.543
2023-01-15T02:40:49.554Z,2023-01-15T02:40:52.732Z,3.178
2023-01-15T02:40:52.609Z,2023-01-15T02:40:55.213Z,2.604
2023-01-15T02:40:55.013Z,2023-01-15T02:40:57.302Z,2.289
2023-01-15T02:40:57.749Z,2023-01-15T02:41:00.446Z,2.697
2023-01-15T02:41:00.945Z,2023-01-15T02:41:03.402Z,2.457
2023-01-15T02:41:04.218Z,2023-01-15T02:41:06.804Z,2.586
2023-01-15T02:41:07.384Z,2023-01-15T02:41:09.749Z,2.365
2023-01-15T02:41:10.544Z,2023-01-15T02:41:12.942Z,2.398
2023-01-15T02:41:13.269Z,2023-01-15T02:41:16.335Z,3.066
2023-01-15T02:41:16.584Z,2023-01-15T02:41:18.883Z,2.299
2023-01-15T02:41:19.520Z,2023-01-15T02:41:22.091Z,2.571
2023-01-15T02:41:22.153Z,2023-01-15T02:41:25.555Z,3.402
2023-01-15T02:41:24.508Z,2023-01-15T02:41:26.665Z,2.157
2023-01-15T02:41:27.587Z,2023-01-15T02:41:29.968Z,2.381
2023-01-15T02:41:30.693Z,2023-01-15T02:41:34.925Z,4.232
2023-01-15T02:41:33.315Z,2023-01-15T02:41:35.434Z,2.119
2023-01-15T02:41:36.028Z,2023-01-15T02:41:38.595Z,2.567
2023-01-15T02:41:38.829Z,2023-01-15T02:41:41.297Z,2.468
2023-01-15T02:41:41.922Z,2023-01-15T02:41:44.415Z,2.493
2023-01-15T02:41:44.996Z,2023-01-15T02:41:47.726Z,2.73
2023-01-15T02:41:47.448Z,2023-01-15T02:41:49.870Z,2.422
2023-01-15T02:41:50.366Z,2023-01-15T02:41:53.058Z,2.692
